// 8332 mirai-httpflooding-2-dec
"No.","Time","Source","Destination","Protocol","Length","Info"
"53726","109.752725","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data, Encrypted Data"
"53758","110.027812","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data"
"53764","110.073547","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data, Encrypted Data"
"53767","110.093648","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"53780","110.170354","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"53800","110.383546","192.168.0.16","17.42.254.11","TLSv1.2","85","Encrypted Alert"
"53814","110.661642","192.168.0.19","163.152.1.1","DNS","82","Standard query 0x2e9a A router5.teamviewer.com"
"53828","110.673873","17.42.254.11","192.168.0.16","TLSv1.2","85","Encrypted Alert"
"53830","110.675697","192.168.0.19","169.56.125.230","HTTP","182","GET /cname.aspx HTTP/1.1 "
"53836","110.749624","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"53854","111.007709","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"53877","111.239643","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"53898","111.393113","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"53914","111.490886","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"53973","112.447970","192.168.0.33","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"53974","112.448105","192.168.0.33","239.255.255.250","SSDP","189","M-SEARCH * HTTP/1.1 "
"53975","112.448398","192.168.0.33","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"53976","112.448475","192.168.0.33","239.255.255.250","SSDP","189","M-SEARCH * HTTP/1.1 "
"53981","112.499657","192.168.0.33","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"53982","112.499739","192.168.0.33","239.255.255.250","SSDP","189","M-SEARCH * HTTP/1.1 "
"54012","113.599979","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"54069","114.557516","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"54089","114.701512","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"54092","114.753283","104.118.134.215","192.168.0.24","SSLv2","1507","[TCP Previous segment not captured] , Encrypted Data"
"54099","114.769192","223.39.118.176","192.168.0.24","TLSv1","91","Encrypted Alert"
"54107","114.809663","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"54119","114.853630","192.168.0.19","217.146.12.137","HTTP","182","GET /cname.aspx HTTP/1.1 "
"54181","115.417418","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"54220","115.880561","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"54224","115.908871","192.168.0.19","163.152.1.1","DNS","83","Standard query 0x1002 A router12.teamviewer.com"
"54226","115.909138","192.168.0.19","163.152.11.6","DNS","83","Standard query 0x1002 A router12.teamviewer.com"
"54233","115.944934","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"54272","116.731526","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"54295","117.077749","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"54297","117.093460","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"54314","117.212342","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"54315","117.212456","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"54339","117.341853","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"54356","117.437622","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"54366","117.495229","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"54392","117.627910","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"54406","117.955659","104.118.134.215","192.168.0.24","SSLv2","1511","Encrypted Data [TCP segment of a reassembled PDU]"
"54494","118.754586","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"54499","118.809911","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"54502","118.838670","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"54691","120.880704","223.39.123.194","192.168.0.24","TLSv1","352","Application Data, Application Data"
"54792","121.940766","192.168.0.24","223.39.118.176","TLSv1","91","Encrypted Alert"
"54800","121.963529","192.168.0.24","223.39.118.176","TLSv1","432","Client Hello"
"54803","121.972430","223.39.118.176","192.168.0.24","TLSv1","1514","Server Hello"
"54807","121.973290","223.39.118.176","192.168.0.24","TLSv1","628","Certificate, Server Key Exchange, Server Hello Done"
"54835","122.116917","192.168.0.24","223.39.118.176","TLSv1","188","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"54837","122.125471","223.39.118.176","192.168.0.24","TLSv1","320","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"54845","122.290160","192.168.0.19","163.152.1.1","DNS","94","Standard query 0xb7c9 A tile-service.weather.microsoft.com"
"54847","122.299988","192.168.0.24","223.39.118.176","TLSv1","188","[TCP Spurious Retransmission] , Encrypted Handshake Message, Change Cipher Spec, Encrypted Handshake Message"
"54850","122.310978","192.168.0.19","104.74.232.184","HTTP","267","GET /ko-KR/livetile/preinstall?region=KR&appid=C98EA5B0842DBB9405BBF071E1DA76512D21FE36&FORM=Threshold HTTP/1.1 "
"54858","122.439827","192.168.0.24","223.39.118.176","TLSv1","715","Application Data"
"54860","122.452648","192.168.0.33","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"54861","122.452722","192.168.0.33","239.255.255.250","SSDP","189","M-SEARCH * HTTP/1.1 "
"54862","122.452930","192.168.0.33","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"54863","122.453005","192.168.0.33","239.255.255.250","SSDP","189","M-SEARCH * HTTP/1.1 "
"54865","122.454537","223.39.118.176","192.168.0.24","TLSv1","459","Application Data"
"54873","122.525654","192.168.0.33","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"54874","122.525773","192.168.0.33","239.255.255.250","SSDP","189","M-SEARCH * HTTP/1.1 "
"54895","122.731579","192.168.0.33","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"54896","122.731659","192.168.0.33","239.255.255.250","SSDP","189","M-SEARCH * HTTP/1.1 "
"54927","122.872151","192.168.0.24","223.39.123.194","TLSv1","155","Application Data"
"54928","122.879013","223.39.123.194","192.168.0.24","TLSv1","128","Application Data, Application Data"
"54967","123.074326","223.39.123.191","192.168.0.24","TLSv1","1514","[TCP ACKed unseen segment] , Server Hello"
"54971","123.074927","223.39.123.191","192.168.0.24","TLSv1","813","[TCP ACKed unseen segment] , Certificate, Server Key Exchange, Server Hello Done"
"54985","123.128566","192.168.0.24","223.39.123.191","TLSv1","91","Encrypted Alert"
"54997","123.151591","192.168.0.24","223.39.123.191","TLSv1","452","Client Hello"
"55000","123.156790","223.39.123.191","192.168.0.24","TLSv1","199","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"55002","123.162932","192.168.0.24","223.39.123.191","TLSv1","113","Change Cipher Spec, Encrypted Handshake Message"
"55012","123.207913","192.168.0.24","223.39.123.191","TLSv1","331","Application Data"
"55014","123.216760","223.39.123.191","192.168.0.24","TLSv1","538","Application Data, Application Data, Application Data, Application Data"
"55038","123.385806","192.168.0.24","223.39.123.191","TLSv1","331","Application Data"
"55039","123.394650","223.39.123.191","192.168.0.24","TLSv1","538","Application Data, Application Data, Application Data, Application Data"
"55050","123.505433","192.168.0.24","223.39.123.191","TLSv1","188","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"55059","123.511759","223.39.123.191","192.168.0.24","TLSv1","336","[TCP ACKed unseen segment] , New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"55066","123.522863","192.168.0.24","223.39.123.191","TLSv1","779","Application Data"
"55075","123.625110","223.39.123.194","192.168.0.24","TLSv1","1296","Application Data, Application Data"
"55078","123.891863","223.39.123.191","192.168.0.24","TLSv1","522","Application Data, Application Data, Application Data, Application Data"
"55099","124.222793","192.168.0.19","213.227.184.143","HTTP","183","GET /cname.aspx HTTP/1.1 "
"55202","126.115480","223.39.123.194","192.168.0.24","TLSv1","400","Application Data, Application Data"
"55234","126.520774","192.168.0.24","223.39.123.191","TLSv1","212","Client Hello"
"55239","126.531293","223.39.123.191","192.168.0.24","TLSv1","1514","Server Hello"
"55244","126.533133","223.39.123.191","192.168.0.24","TLSv1","813","Certificate, Server Key Exchange, Server Hello Done"
"55256","126.733941","192.168.0.24","223.39.123.191","TLSv1","188","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"55259","126.739900","192.168.0.19","169.56.125.228","HTTP","182","GET /cname.aspx HTTP/1.1 "
"55260","126.743556","223.39.123.191","192.168.0.24","TLSv1","336","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"55263","126.933711","192.168.0.24","223.39.118.176","TLSv1","715","Application Data"
"55264","126.947570","223.39.118.176","192.168.0.24","TLSv1","459","Application Data"
"55273","127.043568","192.168.0.24","223.39.123.191","TLSv1","827","Application Data"
"55276","127.055952","223.39.123.191","192.168.0.24","TLSv1","485","Application Data, Application Data, Application Data"
"55277","127.056075","223.39.123.191","192.168.0.24","TLSv1","91","Application Data"
"55286","127.127135","223.39.123.194","192.168.0.24","TLSv1","1296","Application Data, Application Data"
"55346","128.399256","223.39.123.191","192.168.0.24","TLSv1","91","Encrypted Alert"
"55357","128.537398","223.39.123.191","192.168.0.24","TLSv1","91","Encrypted Alert"
"55382","128.909103","192.168.0.14","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"55383","128.909435","192.168.0.14","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"55386","128.977391","192.168.0.14","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"55405","129.163407","192.168.0.19","37.252.244.141","SSL","91","Continuation Data"
"55406","129.164288","192.168.0.19","37.252.244.141","SSL","83","Continuation Data"
"55407","129.164436","192.168.0.19","37.252.244.141","SSL","91","Continuation Data"
"55515","129.915720","192.168.0.14","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"55516","129.916044","192.168.0.14","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"55528","130.001497","192.168.0.14","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"55588","130.683276","192.168.0.19","217.146.12.138","HTTP","183","GET /cname.aspx HTTP/1.1 "
"55603","130.911061","192.168.0.14","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"55604","130.911222","192.168.0.14","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"55615","131.026775","192.168.0.14","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"55749","131.911501","192.168.0.14","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"55750","131.911825","192.168.0.14","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"55757","131.930079","192.168.0.24","223.39.118.176","TLSv1","715","Application Data"
"55760","131.946783","192.168.0.14","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"55762","131.966743","223.39.118.176","192.168.0.24","TLSv1","459","Application Data"
"55775","132.458615","192.168.0.33","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"55776","132.458735","192.168.0.33","239.255.255.250","SSDP","189","M-SEARCH * HTTP/1.1 "
"55777","132.560889","192.168.0.33","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"55778","132.561006","192.168.0.33","239.255.255.250","SSDP","189","M-SEARCH * HTTP/1.1 "
"55779","132.561141","223.39.123.191","192.168.0.24","TLSv1","91","Encrypted Alert"
"55781","132.561289","192.168.0.33","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"55782","132.561417","192.168.0.33","239.255.255.250","SSDP","189","M-SEARCH * HTTP/1.1 "
"55783","132.562220","192.168.0.33","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"55784","132.562296","192.168.0.33","239.255.255.250","SSDP","189","M-SEARCH * HTTP/1.1 "
"55941","134.430570","192.168.0.16","163.152.1.1","DNS","82","Standard query 0x4c7f A star.c10r.facebook.com"
"55942","134.432056","163.152.1.1","192.168.0.16","DNS","221","Standard query response 0x4c7f A star.c10r.facebook.com A 31.13.76.16 NS b.ns.c10r.facebook.com NS a.ns.c10r.facebook.com A 69.171.239.11 A 69.171.255.11 AAAA 2a03:2880:fffe:b:face:b00c:0:99 AAAA 2a03:2880:ffff:b:face:b00c:0:99"
"55955","134.500734","192.168.0.16","31.13.76.16","TLSv1.3","583","Client Hello"
"55959","134.506320","31.13.76.16","192.168.0.16","TLSv1.3","1454","Server Hello, Change Cipher Spec, Application Data"
"55960","134.506748","31.13.76.16","192.168.0.16","TLSv1.3","1454","Application Data [TCP segment of a reassembled PDU]"
"55961","134.506828","31.13.76.16","192.168.0.16","TLSv1.3","430","Application Data"
"55965","134.513511","192.168.0.16","31.13.76.16","TLSv1.3","130","Change Cipher Spec, Application Data"
"55967","134.519108","31.13.76.16","192.168.0.16","TLSv1.3","237","Application Data"
"55968","134.519238","31.13.76.16","192.168.0.16","TLSv1.3","140","Application Data"
"55971","134.522216","192.168.0.16","31.13.76.16","TLSv1.3","112","Application Data"
"55972","134.522286","192.168.0.16","31.13.76.16","TLSv1.3","109","Application Data"
"55973","134.522356","192.168.0.16","31.13.76.16","TLSv1.3","101","Application Data"
"55974","134.522429","192.168.0.16","31.13.76.16","TLSv1.3","487","Application Data"
"55975","134.522499","192.168.0.16","31.13.76.16","TLSv1.3","97","Application Data"
"55982","134.523834","192.168.0.16","163.152.1.1","DNS","83","Standard query 0xceda A googleapis.l.google.com"
"55985","134.525654","31.13.76.16","192.168.0.16","TLSv1.3","97","Application Data"
"55986","134.525729","163.152.1.1","192.168.0.16","DNS","527","Standard query response 0xceda A googleapis.l.google.com A 172.217.25.202 A 172.217.26.42 A 172.217.27.74 A 216.58.197.234 A 172.217.25.106 A 172.217.26.10 A 216.58.197.202 A 172.217.161.42 A 172.217.31.138 A 172.217.31.170 A 172.217.161.74 A 216.58.197.138 A 216.58.197.170 A 172.217.25.234 NS ns4.google.com NS ns1.google.com NS ns2.google.com NS ns3.google.com A 216.239.32.10 A 216.239.34.10 A 216.239.36.10 A 216.239.38.10 AAAA 2001:4860:4802:32::a AAAA 2001:4860:4802:34::a AAAA 2001:4860:4802:36::a"
"55988","134.526023","31.13.76.16","192.168.0.16","TLSv1.3","101","Application Data"
"55996","134.531170","192.168.0.16","31.13.76.16","TLSv1.3","583","Client Hello"
"55999","134.537005","31.13.76.16","192.168.0.16","TLSv1.3","1454","Server Hello, Change Cipher Spec, Application Data"
"56000","134.537123","31.13.76.16","192.168.0.16","TLSv1.3","1454","Application Data [TCP segment of a reassembled PDU]"
"56001","134.537198","31.13.76.16","192.168.0.16","TLSv1.3","430","Application Data"
"56006","134.543266","192.168.0.16","31.13.76.16","TLSv1.3","130","Change Cipher Spec, Application Data"
"56007","134.544919","192.168.0.16","31.13.76.16","TLSv1.3","112","Application Data"
"56008","134.544999","192.168.0.16","31.13.76.16","TLSv1.3","109","Application Data"
"56009","134.545072","192.168.0.16","31.13.76.16","TLSv1.3","101","Application Data"
"56010","134.545144","192.168.0.16","31.13.76.16","TLSv1.3","298","Application Data"
"56012","134.546222","31.13.76.16","192.168.0.16","TLSv1.3","237","Application Data"
"56013","134.546370","31.13.76.16","192.168.0.16","TLSv1.3","140","Application Data"
"56015","134.548339","31.13.76.16","192.168.0.16","TLSv1.3","110","Application Data"
"56018","134.549148","192.168.0.16","31.13.76.16","TLSv1.3","97","Application Data"
"56026","134.580639","192.168.0.16","172.217.25.202","TLSv1.3","583","Client Hello"
"56046","134.651308","172.217.25.202","192.168.0.16","TLSv1.3","1484","Server Hello, Change Cipher Spec"
"56050","134.653793","172.217.25.202","192.168.0.16","TLSv1.3","1169","Application Data"
"56052","134.658849","192.168.0.16","172.217.25.202","TLSv1.3","130","Change Cipher Spec, Application Data"
"56055","134.660806","192.168.0.16","172.217.25.202","TLSv1.3","112","Application Data"
"56056","134.660880","192.168.0.16","172.217.25.202","TLSv1.3","109","Application Data"
"56057","134.660954","192.168.0.16","172.217.25.202","TLSv1.3","101","Application Data"
"56058","134.661028","192.168.0.16","172.217.25.202","TLSv1.3","219","Application Data"
"56060","134.661721","192.168.0.16","172.217.25.202","TLSv1.3","386","Application Data"
"56069","134.717256","31.13.76.16","192.168.0.16","TLSv1.3","645","Application Data"
"56072","134.734509","172.217.25.202","192.168.0.16","TLSv1.3","249","[TCP Previous segment not captured] , Application Data"
"56073","134.734594","172.217.25.202","192.168.0.16","TLSv1.3","303","Application Data"
"56074","134.734668","172.217.25.202","192.168.0.16","TLSv1.3","130","Application Data"
"56075","134.734882","172.217.25.202","192.168.0.16","TLSv1.3","105","Application Data"
"56081","134.757668","31.13.76.16","192.168.0.16","TLSv1.3","1000","Application Data"
"56097","134.826103","192.168.0.16","172.217.25.202","TLSv1.3","727","[TCP Spurious Retransmission] , Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"56150","135.048306","192.168.0.16","13.250.217.66","TLSv1.2","583","Client Hello"
"56152","135.080738","192.168.0.16","17.42.254.11","TLSv1.2","571","Client Hello"
"56153","135.081116","192.168.0.16","203.205.142.177","TLSv1.2","571","Client Hello"
"56159","135.125669","192.168.0.16","172.217.25.202","TLSv1.3","97","Application Data"
"56160","135.125788","192.168.0.16","172.217.25.202","TLSv1.3","105","Application Data"
"56163","135.137353","13.250.217.66","192.168.0.16","TLSv1.2","1514","Server Hello"
"56167","135.138837","13.250.217.66","192.168.0.16","TLSv1.2","511","Certificate, Server Key Exchange, Server Hello Done"
"56168","135.141507","203.205.142.177","192.168.0.16","TLSv1.2","1494","Server Hello"
"56170","135.141751","203.205.142.177","192.168.0.16","TLSv1.2","1323","Certificate, Server Key Exchange, Server Hello Done"
"56181","135.198939","192.168.0.16","31.13.76.16","TLSv1.3","90","Application Data"
"56182","135.199011","192.168.0.16","31.13.76.16","TLSv1.3","90","Application Data"
"56186","135.201801","31.13.76.16","192.168.0.16","TLSv1.3","90","Application Data"
"56188","135.201945","31.13.76.16","192.168.0.16","TLSv1.3","90","Application Data"
"56190","135.211602","192.168.0.16","13.250.217.66","TLSv1.2","192","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"56193","135.214469","192.168.0.16","203.205.142.177","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"56197","135.254107","192.168.0.16","172.217.25.202","TLSv1.3","583","Client Hello"
"56198","135.272824","203.205.142.177","192.168.0.16","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"56201","135.274636","192.168.0.16","203.205.142.177","TLSv1.2","611","Application Data"
"56202","135.274718","192.168.0.16","203.205.142.177","TLSv1.2","772","Application Data"
"56209","135.301035","13.250.217.66","192.168.0.16","TLSv1.2","117","Change Cipher Spec, Encrypted Handshake Message"
"56212","135.303112","192.168.0.16","13.250.217.66","TLSv1.2","436","Application Data"
"56213","135.303186","192.168.0.16","13.250.217.66","TLSv1.2","165","Application Data"
"56216","135.320224","17.42.254.11","192.168.0.16","TLSv1.2","156","Server Hello, Change Cipher Spec"
"56217","135.320346","17.42.254.11","192.168.0.16","TLSv1.2","99","Encrypted Handshake Message"
"56220","135.325068","192.168.0.16","17.42.254.11","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"56223","135.325362","192.168.0.16","17.42.254.11","TLSv1.2","682","Application Data"
"56224","135.325436","192.168.0.16","17.42.254.11","TLSv1.2","672","Application Data"
"56225","135.327852","172.217.25.202","192.168.0.16","TLSv1.3","1484","Server Hello, Change Cipher Spec"
"56229","135.329819","172.217.25.202","192.168.0.16","TLSv1.3","1169","Application Data"
"56233","135.334779","192.168.0.16","172.217.25.202","TLSv1.3","130","Change Cipher Spec, Application Data"
"56235","135.336513","192.168.0.16","172.217.25.202","TLSv1.3","112","Application Data"
"56236","135.336588","192.168.0.16","172.217.25.202","TLSv1.3","109","Application Data"
"56237","135.336662","192.168.0.16","172.217.25.202","TLSv1.3","101","Application Data"
"56238","135.336735","192.168.0.16","172.217.25.202","TLSv1.3","218","Application Data"
"56239","135.336809","192.168.0.16","172.217.25.202","TLSv1.3","196","Application Data"
"56241","135.342111","203.205.142.177","192.168.0.16","TLSv1.2","240","Application Data"
"56246","135.371500","172.217.25.202","192.168.0.16","TLSv1.3","630","Application Data, Application Data"
"56249","135.375290","192.168.0.16","172.217.25.202","TLSv1.3","97","Application Data"
"56251","135.376611","172.217.25.202","192.168.0.16","TLSv1.3","97","Application Data"
"56257","135.402035","13.250.217.66","192.168.0.16","TLSv1.2","653","Application Data"
"56259","135.408373","172.217.25.202","192.168.0.16","TLSv1.3","249","Application Data"
"56260","135.408495","172.217.25.202","192.168.0.16","TLSv1.3","347","Application Data"
"56262","135.434430","192.168.0.16","13.250.217.66","TLSv1.2","434","Application Data"
"56265","135.434655","192.168.0.16","13.250.217.66","TLSv1.2","220","Application Data"
"56285","135.500652","192.168.0.16","172.217.25.202","TLSv1.3","97","[TCP Spurious Retransmission] , Application Data"
"56295","135.543948","13.250.217.66","192.168.0.16","TLSv1.2","494","Application Data"
"56301","135.551999","17.42.254.11","192.168.0.16","TLSv1.2","1126","Application Data"
"56343","135.713627","192.168.0.19","217.146.12.138","HTTP","183","GET /cname.aspx HTTP/1.1 "
"56354","135.799227","192.168.0.16","172.217.25.202","TLSv1.3","97","[TCP Spurious Retransmission] , Application Data"
"56379","135.812165","192.168.0.16","13.250.217.66","TLSv1.2","583","Client Hello"
"56381","135.812311","192.168.0.16","13.250.217.66","TLSv1.2","583","Client Hello"
"56382","135.812384","192.168.0.16","13.250.217.66","TLSv1.2","583","Client Hello"
"56383","135.812458","192.168.0.16","13.250.217.66","TLSv1.2","583","Client Hello"
"56384","135.812540","192.168.0.16","13.250.217.66","TLSv1.2","583","Client Hello"
"56385","135.812614","192.168.0.16","203.119.128.90","HTTP","1198","POST /app_logs HTTP/1.1  (envelope)"
"56386","135.812688","192.168.0.16","13.250.217.66","TLSv1.2","432","Application Data"
"56387","135.812761","192.168.0.16","13.250.217.66","TLSv1.2","262","Application Data"
"56389","135.813341","192.168.0.16","172.217.25.202","TLSv1.3","105","Application Data"
"56399","135.948287","13.250.217.66","192.168.0.16","TLSv1.2","1271","Application Data"
"56415","136.107309","192.168.0.19","217.146.12.138","HTTP","183","GET /cname.aspx HTTP/1.1 "
"56457","136.399237","192.168.0.16","13.250.217.66","TLSv1.2","433","Application Data"
"56458","136.399355","192.168.0.16","13.250.217.66","TLSv1.2","208","Application Data"
"56510","136.773122","192.168.0.16","13.250.217.66","TLSv1.2","430","[TCP ACKed unseen segment] , Application Data"
"56511","136.773534","192.168.0.16","13.250.217.66","TLSv1.2","208","[TCP ACKed unseen segment] , Application Data"
"56522","136.869350","13.250.217.66","192.168.0.16","TLSv1.2","370","Application Data"
"56524","136.876000","192.168.0.16","13.250.217.66","TLSv1.2","433","Application Data"
"56525","136.876120","192.168.0.16","13.250.217.66","TLSv1.2","245","Application Data"
"56553","137.035243","192.168.0.16","13.250.217.66","TLSv1.2","117","Change Cipher Spec, Encrypted Handshake Message"
"56556","137.039107","192.168.0.16","13.250.217.66","TLSv1.2","117","Change Cipher Spec, Encrypted Handshake Message"
"56559","137.040905","192.168.0.16","13.250.217.66","TLSv1.2","434","Application Data"
"56560","137.045377","192.168.0.16","13.250.217.66","TLSv1.2","220","Application Data"
"56561","137.045791","192.168.0.16","13.250.217.66","TLSv1.2","434","Application Data"
"56562","137.048822","192.168.0.16","13.250.217.66","TLSv1.2","220","Application Data"
"56607","137.172421","13.250.217.66","192.168.0.16","TLSv1.2","482","Application Data"
"56608","137.174290","13.250.217.66","192.168.0.16","TLSv1.2","482","Application Data"
"56611","137.191650","192.168.0.16","13.250.217.66","TLSv1.2","437","Application Data"
"56612","137.191771","192.168.0.16","13.250.217.66","TLSv1.2","431","Application Data"
"56613","137.192698","192.168.0.16","13.250.217.66","TLSv1.2","208","Application Data"
"56614","137.192777","192.168.0.16","13.250.217.66","TLSv1.2","208","Application Data"
"56625","137.249829","13.250.217.66","192.168.0.16","TLSv1.2","1304","Application Data"
"56635","137.293759","13.250.217.66","192.168.0.16","TLSv1.2","462","Application Data"
"56641","137.324838","13.250.217.66","192.168.0.16","TLSv1.2","476","Application Data"
"56696","137.556619","192.168.0.16","13.250.217.66","TLSv1.2","429","Application Data"
"56697","137.556737","192.168.0.16","13.250.217.66","TLSv1.2","208","Application Data"
"56698","137.557118","192.168.0.16","13.250.217.66","TLSv1.2","430","Application Data"
"56699","137.557829","192.168.0.16","13.250.217.66","TLSv1.2","231","Application Data"
"56708","137.681710","13.250.217.66","192.168.0.16","TLSv1.2","796","Application Data"
"56775","138.398000","13.250.217.66","192.168.0.16","TLSv1.2","413","Application Data"
"56848","138.840710","192.168.0.16","13.250.217.66","TLSv1.2","446","Application Data"
"56849","138.841124","192.168.0.16","13.250.217.66","TLSv1.2","217","Application Data"
"56869","138.932525","192.168.0.16","13.250.217.66","TLSv1.2","192","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"56878","138.992775","13.250.217.66","192.168.0.16","TLSv1.2","557","Application Data"
"56886","139.026386","13.250.217.66","192.168.0.16","TLSv1.2","117","Change Cipher Spec, Encrypted Handshake Message"
"56889","139.031479","192.168.0.16","13.250.217.66","TLSv1.2","541","Application Data"
"56890","139.033372","192.168.0.16","13.250.217.66","TLSv1.2","630","Application Data"
"56894","139.098301","163.152.1.1","192.168.0.16","DNS","459","Standard query response 0x517f A sgpcas-out-1510998693.ap-southeast-1.elb.amazonaws.com A 3.1.172.83 A 52.74.228.134 NS ns-785.awsdns-34.net NS ns-1125.awsdns-12.org NS ns-1973.awsdns-54.co.uk NS ns-210.awsdns-26.com A 205.251.192.210 A 205.251.195.17 A 205.251.196.101 A 205.251.199.181 AAAA 2600:9000:5300:d200::1 AAAA 2600:9000:5303:1100::1 AAAA 2600:9000:5304:6500::1 AAAA 2600:9000:5307:b500::1"
"56895","139.103543","192.168.0.16","13.250.217.66","TLSv1.2","436","Application Data"
"56896","139.103663","192.168.0.16","13.250.217.66","TLSv1.2","441","Application Data"
"56897","139.103736","192.168.0.16","13.250.217.66","TLSv1.2","217","[TCP Previous segment not captured] , Application Data"
"56898","139.103810","192.168.0.16","13.250.217.66","TLSv1.2","208","Application Data"
"56899","139.103883","192.168.0.16","13.250.217.66","TLSv1.2","208","Application Data"
"56910","139.124388","13.250.217.66","192.168.0.16","TLSv1.2","906","Application Data"
"56927","139.191544","192.168.0.16","3.1.172.83","SSLv3","214","Client Hello"
